Vdd,Vdd18,sys_osc_trim,sys_clk_period[ns],sys_clk_freq[MHz],pre-bck_grd_iddw[mA],pre-bck_grd_idd18w[mA],Vwl,Vbl,write speed[ns],write-data,iddw[mA],idd18w[mA],Lot Bin Wafer,Part Number,Temp,Date
0.88,1.62,0x9f,5.006626,199.74,2.992500,3.215625,0x09,0x16,80.00,solid0x00,3.298750,52.276878,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.006626,199.74,2.992500,3.215625,0x09,0x16,80.00,solid0xff,3.208125,46.118126,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.022708,199.10,3.028750,3.232500,0x09,0x16,100.00,ckbd-0xaa,3.298125,50.325001,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.022708,199.10,3.028750,3.232500,0x09,0x16,100.00,solid0x00,3.280625,52.848125,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.022708,199.10,3.028750,3.232500,0x09,0x16,100.00,solid0xff,3.228125,46.662498,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.100888,196.04,2.995000,3.234375,0x0b,0x0e,20.00,ckbd-0xaa,3.508750,45.327496,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.100888,196.04,2.995000,3.234375,0x0b,0x0e,20.00,solid0x00,3.361875,46.163124,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.100888,196.04,2.995000,3.234375,0x0b,0x0e,20.00,solid0xff,3.271250,44.101254,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.000819,199.97,3.008125,3.212500,0x0b,0x0e,25.00,ckbd-0xaa,3.448750,45.934376,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.000819,199.97,3.008125,3.212500,0x0b,0x0e,25.00,solid0x00,3.352500,46.418747,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.000819,199.97,3.008125,3.212500,0x0b,0x0e,25.00,solid0xff,3.266250,44.197502,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.008698,199.65,2.986250,3.249375,0x0b,0x0e,40.00,ckbd-0xaa,3.453125,47.181252,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.008698,199.65,2.986250,3.249375,0x0b,0x0e,40.00,solid0x00,3.393125,48.191250,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.008698,199.65,2.986250,3.249375,0x0b,0x0e,40.00,solid0xff,3.290625,44.684380,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.069815,197.25,3.038750,3.220625,0x0b,0x0e,60.00,ckbd-0xaa,3.433750,47.396252,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.069815,197.25,3.038750,3.220625,0x0b,0x0e,60.00,solid0x00,3.359375,49.811253,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.069815,197.25,3.038750,3.220625,0x0b,0x0e,60.00,solid0xff,3.304375,44.575630,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.049192,198.05,3.076875,3.224375,0x0b,0x0e,80.00,ckbd-0xaa,3.312500,47.585625,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.049192,198.05,3.076875,3.224375,0x0b,0x0e,80.00,solid0x00,3.226250,49.739372,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.049192,198.05,3.076875,3.224375,0x0b,0x0e,80.00,solid0xff,3.253125,44.829372,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.008680,199.65,3.001875,3.225625,0x0b,0x0e,100.00,ckbd-0xaa,3.260625,48.413124,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.008680,199.65,3.001875,3.225625,0x0b,0x0e,100.00,solid0x00,3.231875,50.817497,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.008680,199.65,3.001875,3.225625,0x0b,0x0e,100.00,solid0xff,3.216875,45.200626,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.084619,196.67,3.005000,3.259375,0x0b,0x0f,20.00,ckbd-0xaa,3.543750,45.232498,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.084619,196.67,3.005000,3.259375,0x0b,0x0f,20.00,solid0x00,3.398125,46.051876,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.084619,196.67,3.005000,3.259375,0x0b,0x0f,20.00,solid0xff,3.305625,44.085625,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.062566,197.53,3.046875,3.229375,0x0b,0x0f,25.00,ckbd-0xaa,3.493125,45.618752,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.062566,197.53,3.046875,3.229375,0x0b,0x0f,25.00,solid0x00,3.341875,46.830002,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.062566,197.53,3.046875,3.229375,0x0b,0x0f,25.00,solid0xff,3.286250,44.116875,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.039958,198.41,3.011250,3.217500,0x0b,0x0f,40.00,ckbd-0xaa,3.410000,46.508751,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.039958,198.41,3.011250,3.217500,0x0b,0x0f,40.00,solid0x00,3.335000,48.494377,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.039958,198.41,3.011250,3.217500,0x0b,0x0f,40.00,solid0xff,3.333750,44.575001,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.067813,197.32,3.051875,3.228125,0x0b,0x0f,60.00,ckbd-0xaa,3.369375,47.116879,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.067813,197.32,3.051875,3.228125,0x0b,0x0f,60.00,solid0x00,3.301875,50.103752,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.067813,197.32,3.051875,3.228125,0x0b,0x0f,60.00,solid0xff,3.261250,44.873749,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.097579,196.17,2.998125,3.243125,0x0b,0x0f,80.00,ckbd-0xaa,3.298750,47.692505,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.097579,196.17,2.998125,3.243125,0x0b,0x0f,80.00,solid0x00,3.251875,50.382500,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.097579,196.17,2.998125,3.243125,0x0b,0x0f,80.00,solid0xff,3.195625,44.708122,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.090890,196.43,2.990625,3.260625,0x0b,0x0f,100.00,ckbd-0xaa,3.364375,49.049377,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.090890,196.43,2.990625,3.260625,0x0b,0x0f,100.00,solid0x00,3.298125,49.928749,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.090890,196.43,2.990625,3.260625,0x0b,0x0f,100.00,solid0xff,3.236250,45.578751,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.041483,198.35,3.047500,3.278125,0x0b,0x10,20.00,ckbd-0xaa,3.525625,45.331249,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.041483,198.35,3.047500,3.278125,0x0b,0x10,20.00,solid0x00,3.438125,46.608749,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.041483,198.35,3.047500,3.278125,0x0b,0x10,20.00,solid0xff,3.325000,44.040627,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.078080,196.92,3.005625,3.260625,0x0b,0x10,25.00,ckbd-0xaa,3.483125,46.014378,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.078080,196.92,3.005625,3.260625,0x0b,0x10,25.00,solid0x00,3.376250,46.699379,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.078080,196.92,3.005625,3.260625,0x0b,0x10,25.00,solid0xff,3.303125,44.381874,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.051352,197.97,3.100000,3.272500,0x0b,0x10,40.00,ckbd-0xaa,3.462500,46.846874,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.051352,197.97,3.100000,3.272500,0x0b,0x10,40.00,solid0x00,3.363125,48.273129,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.051352,197.97,3.100000,3.272500,0x0b,0x10,40.00,solid0xff,3.313125,44.742504,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.090779,196.43,3.044375,3.242500,0x0b,0x10,60.00,ckbd-0xaa,3.421875,48.290627,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.090779,196.43,3.044375,3.242500,0x0b,0x10,60.00,solid0x00,3.316250,48.991253,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.090779,196.43,3.044375,3.242500,0x0b,0x10,60.00,solid0xff,3.271875,45.418125,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.094712,196.28,3.026875,3.253125,0x0b,0x10,80.00,ckbd-0xaa,3.328750,48.251244,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.094712,196.28,3.026875,3.253125,0x0b,0x10,80.00,solid0x00,3.279375,50.513752,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.094712,196.28,3.026875,3.253125,0x0b,0x10,80.00,solid0xff,3.260625,45.426876,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.087928,196.54,3.004375,3.250000,0x0b,0x10,100.00,ckbd-0xaa,3.280625,49.155628,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.087928,196.54,3.004375,3.250000,0x0b,0x10,100.00,solid0x00,3.250625,50.398125,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.087928,196.54,3.004375,3.250000,0x0b,0x10,100.00,solid0xff,3.205625,45.595631,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.081059,196.81,3.086875,3.311250,0x0b,0x11,20.00,ckbd-0xaa,3.517500,45.810623,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.081059,196.81,3.086875,3.311250,0x0b,0x11,20.00,solid0x00,3.411250,46.693123,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.081059,196.81,3.086875,3.311250,0x0b,0x11,20.00,solid0xff,3.348125,44.381248,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.086168,196.61,3.077500,3.290000,0x0b,0x11,25.00,ckbd-0xaa,3.505625,46.278126,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.086168,196.61,3.077500,3.290000,0x0b,0x11,25.00,solid0x00,3.376875,47.040627,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.086168,196.61,3.077500,3.290000,0x0b,0x11,25.00,solid0xff,3.305000,44.623123,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.048354,198.08,3.095000,3.271875,0x0b,0x11,40.00,ckbd-0xaa,3.445000,47.137501,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.048354,198.08,3.095000,3.271875,0x0b,0x11,40.00,solid0x00,3.338125,48.566250,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.048354,198.08,3.095000,3.271875,0x0b,0x11,40.00,solid0xff,3.311250,44.854378,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.080692,196.82,3.015625,3.255625,0x0b,0x11,60.00,ckbd-0xaa,3.420625,48.460625,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.080692,196.82,3.015625,3.255625,0x0b,0x11,60.00,solid0x00,3.351875,49.583752,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.080692,196.82,3.015625,3.255625,0x0b,0x11,60.00,solid0xff,3.260000,45.497505,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.088733,196.51,3.021250,3.241250,0x0b,0x11,80.00,ckbd-0xaa,3.361250,49.069370,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.088733,196.51,3.021250,3.241250,0x0b,0x11,80.00,solid0x00,3.280000,50.028751,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.088733,196.51,3.021250,3.241250,0x0b,0x11,80.00,solid0xff,3.241250,45.743126,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.032794,198.70,2.995625,3.258125,0x0b,0x11,100.00,ckbd-0xaa,3.325000,48.466877,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.032794,198.70,2.995625,3.258125,0x0b,0x11,100.00,solid0x00,3.279375,52.647503,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.032794,198.70,2.995625,3.258125,0x0b,0x11,100.00,solid0xff,3.243125,45.338749,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.078432,196.91,3.010000,3.250000,0x0b,0x12,20.00,ckbd-0xaa,3.519375,46.118752,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.078432,196.91,3.010000,3.250000,0x0b,0x12,20.00,solid0x00,3.445000,46.652504,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.078432,196.91,3.010000,3.250000,0x0b,0x12,20.00,solid0xff,3.287500,44.488750,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.079117,196.88,3.025000,3.255000,0x0b,0x12,25.00,ckbd-0xaa,3.549375,46.643127,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.079117,196.88,3.025000,3.255000,0x0b,0x12,25.00,solid0x00,3.413750,46.931873,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.079117,196.88,3.025000,3.255000,0x0b,0x12,25.00,solid0xff,3.298750,44.863125,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.080179,196.84,3.061875,3.257500,0x0b,0x12,40.00,ckbd-0xaa,3.471875,47.258125,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.080179,196.84,3.061875,3.257500,0x0b,0x12,40.00,solid0x00,3.320625,48.720001,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.080179,196.84,3.061875,3.257500,0x0b,0x12,40.00,solid0xff,3.276875,44.943752,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.021066,199.16,3.087500,3.251875,0x0b,0x12,60.00,ckbd-0xaa,3.402500,48.366875,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.021066,199.16,3.087500,3.251875,0x0b,0x12,60.00,solid0x00,3.340625,49.389996,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.021066,199.16,3.087500,3.251875,0x0b,0x12,60.00,solid0xff,3.321250,45.663750,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.087453,196.56,2.989375,3.223750,0x0b,0x12,80.00,ckbd-0xaa,3.359375,49.114998,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.087453,196.56,2.989375,3.223750,0x0b,0x12,80.00,solid0x00,3.281875,50.094376,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.087453,196.56,2.989375,3.223750,0x0b,0x12,80.00,solid0xff,3.245000,45.716873,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.064957,197.44,3.046875,3.218125,0x0b,0x12,100.00,ckbd-0xaa,3.389375,49.209373,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.064957,197.44,3.046875,3.218125,0x0b,0x12,100.00,solid0x00,3.323125,52.245003,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.064957,197.44,3.046875,3.218125,0x0b,0x12,100.00,solid0xff,3.293750,45.391251,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.075201,197.04,3.026875,3.226875,0x0b,0x13,20.00,ckbd-0xaa,3.471875,45.722496,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.075201,197.04,3.026875,3.226875,0x0b,0x13,20.00,solid0x00,3.363125,46.738750,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.075201,197.04,3.026875,3.226875,0x0b,0x13,20.00,solid0xff,3.276875,44.141254,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.078038,196.93,3.034375,3.241875,0x0b,0x13,25.00,ckbd-0xaa,3.486875,46.316250,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.078038,196.93,3.034375,3.241875,0x0b,0x13,25.00,solid0x00,3.393125,47.451874,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.078038,196.93,3.034375,3.241875,0x0b,0x13,25.00,solid0xff,3.276250,44.654373,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.021436,199.15,3.065000,3.245625,0x0b,0x13,40.00,ckbd-0xaa,3.499375,47.560623,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.021436,199.15,3.065000,3.245625,0x0b,0x13,40.00,solid0x00,3.402500,49.616875,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.021436,199.15,3.065000,3.245625,0x0b,0x13,40.00,solid0xff,3.317500,44.873127,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.086504,196.60,3.010625,3.250000,0x0b,0x13,60.00,ckbd-0xaa,3.423125,47.816250,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.086504,196.60,3.010625,3.250000,0x0b,0x13,60.00,solid0x00,3.360000,50.993752,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.086504,196.60,3.010625,3.250000,0x0b,0x13,60.00,solid0xff,3.268125,45.274376,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.081087,196.81,3.036875,3.235000,0x0b,0x13,80.00,ckbd-0xaa,3.382500,49.457504,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.081087,196.81,3.036875,3.235000,0x0b,0x13,80.00,solid0x00,3.299375,50.612499,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.081087,196.81,3.036875,3.235000,0x0b,0x13,80.00,solid0xff,3.283750,45.979378,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.071534,197.18,3.052500,3.274375,0x0b,0x13,100.00,ckbd-0xaa,3.330000,49.405003,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.071534,197.18,3.052500,3.274375,0x0b,0x13,100.00,solid0x00,3.251250,52.591255,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.071534,197.18,3.052500,3.274375,0x0b,0x13,100.00,solid0xff,3.226250,45.456875,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.074136,197.08,3.051250,3.248125,0x0b,0x14,20.00,ckbd-0xaa,3.483125,46.013752,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.074136,197.08,3.051250,3.248125,0x0b,0x14,20.00,solid0x00,3.403750,47.004375,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.074136,197.08,3.051250,3.248125,0x0b,0x14,20.00,solid0xff,3.266250,44.579372,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.021143,199.16,3.008125,3.231250,0x0b,0x14,25.00,ckbd-0xaa,3.438125,46.461872,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.021143,199.16,3.008125,3.231250,0x0b,0x14,25.00,solid0x00,3.367500,47.880005,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.021143,199.16,3.008125,3.231250,0x0b,0x14,25.00,solid0xff,3.273750,44.545624,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.091224,196.42,3.023750,3.248125,0x0b,0x14,40.00,ckbd-0xaa,3.463750,48.055626,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.091224,196.42,3.023750,3.248125,0x0b,0x14,40.00,solid0x00,3.337500,48.841251,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.091224,196.42,3.023750,3.248125,0x0b,0x14,40.00,solid0xff,3.255000,45.476875,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.062456,197.53,3.024375,3.228125,0x0b,0x14,60.00,ckbd-0xaa,3.401250,49.111252,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.062456,197.53,3.024375,3.228125,0x0b,0x14,60.00,solid0x00,3.346250,50.635002,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.062456,197.53,3.024375,3.228125,0x0b,0x14,60.00,solid0xff,3.270625,45.526878,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.092199,196.38,3.036250,3.241250,0x0b,0x14,80.00,ckbd-0xaa,3.358125,49.685001,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.092199,196.38,3.036250,3.241250,0x0b,0x14,80.00,solid0x00,3.265625,50.864376,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.092199,196.38,3.036250,3.241250,0x0b,0x14,80.00,solid0xff,3.215000,46.127499,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.028452,198.87,3.050000,3.256250,0x0b,0x14,100.00,ckbd-0xaa,3.269375,50.074997,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.028452,198.87,3.050000,3.256250,0x0b,0x14,100.00,solid0x00,3.226875,51.453125,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.028452,198.87,3.050000,3.256250,0x0b,0x14,100.00,solid0xff,3.217500,46.354370,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.072553,197.14,3.028750,3.210000,0x0b,0x15,20.00,ckbd-0xaa,3.521875,46.380627,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.072553,197.14,3.028750,3.210000,0x0b,0x15,20.00,solid0x00,3.386250,47.323750,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.072553,197.14,3.028750,3.210000,0x0b,0x15,20.00,solid0xff,3.348125,44.984375,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.056561,197.76,2.985625,3.234375,0x0b,0x15,25.00,ckbd-0xaa,3.460000,46.546253,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.056561,197.76,2.985625,3.234375,0x0b,0x15,25.00,solid0x00,3.358125,48.324379,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.056561,197.76,2.985625,3.234375,0x0b,0x15,25.00,solid0xff,3.270000,44.985001,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.069504,197.26,3.010000,3.222500,0x0b,0x15,40.00,ckbd-0xaa,3.423125,47.426876,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.069504,197.26,3.010000,3.222500,0x0b,0x15,40.00,solid0x00,3.323125,49.406250,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.069504,197.26,3.010000,3.222500,0x0b,0x15,40.00,solid0xff,3.244375,44.801254,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.056130,197.78,2.982500,3.240625,0x0b,0x15,60.00,ckbd-0xaa,3.458750,48.959373,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.056130,197.78,2.982500,3.240625,0x0b,0x15,60.00,solid0x00,3.384375,50.990002,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.056130,197.78,2.982500,3.240625,0x0b,0x15,60.00,solid0xff,3.325000,45.935001,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.085357,196.64,2.968750,3.223750,0x0b,0x15,80.00,ckbd-0xaa,3.390000,49.026878,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.085357,196.64,2.968750,3.223750,0x0b,0x15,80.00,solid0x00,3.266875,51.340626,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.085357,196.64,2.968750,3.223750,0x0b,0x15,80.00,solid0xff,3.267500,45.744377,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.062888,197.52,2.992500,3.262500,0x0b,0x15,100.00,ckbd-0xaa,3.275000,50.602501,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.062888,197.52,2.992500,3.262500,0x0b,0x15,100.00,solid0x00,3.241250,52.245625,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.062888,197.52,2.992500,3.262500,0x0b,0x15,100.00,solid0xff,3.191875,46.121876,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.089515,196.48,3.075625,3.244375,0x0b,0x16,20.00,ckbd-0xaa,3.510625,46.301247,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.089515,196.48,3.075625,3.244375,0x0b,0x16,20.00,solid0x00,3.396250,47.435631,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.089515,196.48,3.075625,3.244375,0x0b,0x16,20.00,solid0xff,3.321250,44.555626,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.066388,197.38,3.046875,3.230000,0x0b,0x16,25.00,ckbd-0xaa,3.470625,46.773125,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.066388,197.38,3.046875,3.230000,0x0b,0x16,25.00,solid0x00,3.354375,48.167500,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.066388,197.38,3.046875,3.230000,0x0b,0x16,25.00,solid0xff,3.254375,44.735001,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.086697,196.59,3.066250,3.249375,0x0b,0x16,40.00,ckbd-0xaa,3.442500,47.979378,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.086697,196.59,3.066250,3.249375,0x0b,0x16,40.00,solid0x00,3.341875,49.597496,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.086697,196.59,3.066250,3.249375,0x0b,0x16,40.00,solid0xff,3.289375,45.468746,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.082706,196.75,3.046875,3.240625,0x0b,0x16,60.00,ckbd-0xaa,3.361875,49.299999,P9KT98.AC_a_0,Q0128,25C,231205
0.88,1.62,0x9f,5.082706,196.75,3.046875,3.240625,0x0b,0x16,60.00,solid0x00,3.305000,50.817501,P9KT98.AC_a_0,Q0128,25C,231205
